body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
-0.001203,0.013911,-0.017817,0.006341,0.005985,-0.016920,0.010492,-0.025512,-0.001990,0.002282,-0.013406,-0.000863,0.010588,-0.011257,-0.016150,0.006940,-0.019415,0.000162,0.004743,-0.006580,-0.000678,-0.009803,0.034000,-0.031876,0.052913,0.081809,-0.012349,-0.022596,-0.012166,-0.058088,-0.029465,-0.021199,-0.050073,-0.067930,0.087111,-0.051891,-0.001240,-0.012880,-0.005212,0.002072,-0.012880,0.007786
-0.001399,0.016463,-0.017960,0.005348,0.008062,-0.017166,0.009344,-0.021495,-0.003825,0.002159,-0.008329,-0.002646,0.010174,-0.012958,-0.016349,0.007550,-0.021258,-0.006391,0.005310,-0.004066,-0.007503,-0.008512,0.040909,-0.030818,0.055077,0.087554,-0.011642,-0.026045,-0.012576,-0.064982,-0.038199,-0.027927,-0.059931,-0.067554,0.093004,-0.050496,0.004048,-0.013612,0.003895,0.011819,-0.019658,0.021468
-0.001953,0.020893,-0.011701,0.003065,0.007673,-0.011154,0.008328,-0.028385,0.002508,-0.001211,-0.006599,0.004396,0.008841,-0.010103,-0.010215,0.005433,-0.018341,0.004538,0.003183,-0.002204,0.003495,-0.008577,0.046989,-0.023487,0.056323,0.093162,-0.004441,-0.031086,-0.013981,-0.064934,-0.049094,-0.035950,-0.064094,-0.068915,0.098790,-0.043051,0.008190,-0.015367,0.018614,0.021163,-0.028594,0.040330
-0.001746,0.025474,-0.006233,0.001653,0.004310,-0.005938,0.008188,-0.032995,0.000805,-0.001665,-0.004471,0.003207,0.007103,-0.008415,-0.005063,0.003064,-0.020580,0.010668,0.001572,-0.000917,0.009419,-0.008282,0.053812,-0.016809,0.058229,0.099982,0.002252,-0.035844,-0.014688,-0.064667,-0.059948,-0.043596,-0.069727,-0.070180,0.105803,-0.036410,0.012759,-0.016440,0.031814,0.031423,-0.038213,0.057137
-0.000960,0.027967,-0.004268,0.001766,-0.000320,-0.004099,0.008949,-0.033035,-0.008033,0.000978,-0.003036,-0.005570,0.005727,-0.008663,-0.003447,0.001539,-0.026748,0.008902,0.001183,-0.000790,0.007281,-0.007850,0.058044,-0.014063,0.060482,0.104366,0.005060,-0.040490,-0.018194,-0.067401,-0.070685,-0.054292,-0.080126,-0.071514,0.110388,-0.033750,0.017476,-0.020320,0.040160,0.042113,-0.051960,0.068495
-0.000249,0.033416,-0.004394,0.000858,-0.002713,-0.004475,0.007451,-0.028953,-0.013310,0.000193,0.006475,-0.010459,0.004524,-0.011881,-0.003920,0.000923,-0.031615,0.003675,0.000743,-0.001932,0.001828,-0.008172,0.065941,-0.009974,0.062213,0.112467,0.009223,-0.046039,-0.018526,-0.068010,-0.082321,-0.061987,-0.089897,-0.073840,0.118700,-0.029761,0.021549,-0.021041,0.049083,0.052430,-0.063641,0.079860
0.000657,0.039712,-0.003665,-0.000233,-0.005758,-0.004053,0.005055,-0.025129,-0.013453,-0.001181,0.018114,-0.010043,0.003389,-0.015450,-0.003567,0.000407,-0.033868,0.001225,0.000288,-0.002129,-0.000746,-0.007690,0.076381,-0.004956,0.065030,0.123065,0.014310,-0.051070,-0.017121,-0.067133,-0.093563,-0.067955,-0.099089,-0.075652,0.129530,-0.024837,0.026635,-0.020052,0.058391,0.064104,-0.074251,0.091101
0.001880,0.044846,0.000762,-0.000692,-0.012192,0.000092,0.003099,-0.025839,-0.006980,-0.000324,0.026060,-0.003002,0.001969,-0.016604,0.000409,-0.001040,-0.031895,0.007610,-0.000373,0.001077,0.005577,-0.005028,0.088446,0.000521,0.070273,0.134903,0.019736,-0.054147,-0.015125,-0.065346,-0.102986,-0.072999,-0.107418,-0.075578,0.141610,-0.019328,0.034053,-0.018484,0.067727,0.078403,-0.084175,0.101859
0.003271,0.050784,0.003442,-0.001278,-0.017669,0.002450,0.001692,-0.029106,-0.002079,0.001127,0.029317,0.002300,0.000464,-0.018926,0.002582,-0.003063,-0.036485,0.011279,-0.000171,0.001461,0.008975,-0.002296,0.102188,0.002065,0.075778,0.147632,0.021004,-0.057127,-0.012464,-0.067113,-0.112274,-0.076636,-0.118481,-0.075701,0.154607,-0.017513,0.041414,-0.016251,0.072766,0.092677,-0.092509,0.107818
0.004181,0.054584,0.003061,-0.001675,-0.019489,0.001863,0.001568,-0.033373,-0.001171,0.002443,0.026201,0.003241,-0.000274,-0.021194,0.001899,-0.004556,-0.045332,0.010445,0.000917,-0.001173,0.007798,-0.000748,0.110757,-0.001091,0.080389,0.154315,0.017324,-0.060983,-0.015832,-0.073428,-0.122196,-0.085356,-0.132709,-0.077386,0.161587,-0.020135,0.047217,-0.020014,0.072963,0.105154,-0.105389,0.108539
