body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
0.045935,-0.008829,0.783200,0.046350,0.108532,0.650897,0.032443,0.127469,0.345574,-0.025965,0.140049,0.033921,0.048047,-0.124361,0.649282,0.040349,-0.141294,0.343682,-0.013524,-0.153429,0.031281,0.040946,-0.008990,0.827095,0.065411,0.131454,1.071115,0.099220,0.170484,0.894297,0.236027,0.089886,0.808854,0.055186,-0.149374,1.071953,0.086029,-0.191813,0.895379,0.228316,-0.121888,0.809486
0.045890,-0.008933,0.783194,0.046291,0.108431,0.650894,0.032331,0.127309,0.345569,-0.026098,0.139838,0.033917,0.047989,-0.124463,0.649273,0.040345,-0.141430,0.343674,-0.013520,-0.153598,0.031272,0.040907,-0.009094,0.827090,0.065475,0.131350,1.071098,0.099144,0.170693,0.894323,0.236091,0.089921,0.809316,0.055199,-0.149476,1.071945,0.085864,-0.192238,0.895417,0.228329,-0.122205,0.809956
0.045788,-0.009013,0.783175,0.046190,0.108351,0.650875,0.032176,0.127192,0.345551,-0.026162,0.139722,0.033881,0.047836,-0.124542,0.649252,0.040262,-0.141533,0.343654,-0.013575,-0.153718,0.031246,0.040816,-0.009173,0.827072,0.065477,0.131275,1.071068,0.099041,0.170908,0.894338,0.236122,0.090006,0.809702,0.055118,-0.149549,1.071929,0.085631,-0.192629,0.895452,0.228281,-0.122566,0.810353
0.045675,-0.009026,0.783177,0.046084,0.108339,0.650878,0.032032,0.127141,0.345552,-0.026243,0.139661,0.033869,0.047668,-0.124555,0.649253,0.040172,-0.141571,0.343654,-0.013639,-0.153773,0.031242,0.040714,-0.009184,0.827075,0.065493,0.131263,1.071058,0.098946,0.171175,0.894370,0.236147,0.090189,0.810019,0.055034,-0.149558,1.071931,0.085385,-0.192945,0.895501,0.228210,-0.122914,0.810681
0.045541,-0.008904,0.783219,0.045968,0.108462,0.650920,0.031910,0.127222,0.345591,-0.026358,0.139715,0.033906,0.047471,-0.124433,0.649293,0.040063,-0.141480,0.343694,-0.013725,-0.153692,0.031278,0.040591,-0.009060,0.827119,0.065542,0.131377,1.071088,0.098858,0.171559,0.894435,0.236150,0.090517,0.810282,0.054946,-0.149439,1.071968,0.085098,-0.193122,0.895577,0.228087,-0.123184,0.810952
0.045340,-0.008869,0.783229,0.045778,0.108501,0.650934,0.031729,0.127232,0.345603,-0.026463,0.139721,0.033902,0.047210,-0.124394,0.649298,0.039887,-0.141480,0.343699,-0.013844,-0.153722,0.031274,0.040403,-0.009025,0.827130,0.065519,0.131412,1.071082,0.098680,0.171850,0.894458,0.236060,0.090794,0.810448,0.054802,-0.149401,1.071978,0.084742,-0.193373,0.895622,0.227879,-0.123560,0.811132
0.045107,-0.008876,0.783225,0.045552,0.108501,0.650935,0.031520,0.127210,0.345602,-0.026563,0.139706,0.033880,0.046920,-0.124394,0.649287,0.039677,-0.141523,0.343689,-0.013977,-0.153805,0.031252,0.040183,-0.009032,0.827128,0.065460,0.131406,1.071060,0.098447,0.172092,0.894460,0.235906,0.091052,0.810545,0.054629,-0.149403,1.071974,0.084341,-0.193655,0.895649,0.227612,-0.123990,0.811244
0.045133,-0.008844,0.783257,0.045608,0.108536,0.650969,0.031619,0.127208,0.345631,-0.026382,0.139693,0.033893,0.046878,-0.124360,0.649316,0.039695,-0.141526,0.343719,-0.013951,-0.153832,0.031282,0.040219,-0.008998,0.827161,0.065682,0.131439,1.071073,0.098486,0.172356,0.894491,0.235999,0.091323,0.810634,0.054681,-0.149364,1.072007,0.084138,-0.193894,0.895710,0.227547,-0.124425,0.811351
0.045103,-0.008824,0.783290,0.045615,0.108556,0.651002,0.031659,0.127200,0.345661,-0.026277,0.139680,0.033910,0.046782,-0.124340,0.649347,0.039677,-0.141527,0.343750,-0.013927,-0.153841,0.031306,0.040198,-0.008976,0.827195,0.065841,0.131467,1.071084,0.098450,0.172602,0.894516,0.236006,0.091581,0.810689,0.054664,-0.149330,1.072045,0.083852,-0.194134,0.895772,0.227389,-0.124878,0.811431
0.044961,-0.008827,0.783327,0.045525,0.108550,0.651036,0.031581,0.127180,0.345693,-0.026327,0.139670,0.033938,0.046577,-0.124348,0.649386,0.039590,-0.141523,0.343787,-0.013909,-0.153812,0.031322,0.040061,-0.008974,0.827232,0.065878,0.131485,1.071091,0.098287,0.172822,0.894534,0.235872,0.091802,0.810727,0.054510,-0.149306,1.072095,0.083421,-0.194387,0.895847,0.227080,-0.125354,0.811503
0.044848,-0.008847,0.783332,0.045477,0.108523,0.651036,0.031525,0.127140,0.345692,-0.026313,0.139654,0.033924,0.046387,-0.124375,0.649396,0.039508,-0.141555,0.343794,-0.013885,-0.153830,0.031311,0.039953,-0.008989,0.827238,0.065951,0.131493,1.071062,0.098154,0.173019,0.894511,0.235747,0.091977,0.810714,0.054369,-0.149290,1.072118,0.082987,-0.194651,0.895894,0.226762,-0.125848,0.811533
0.044751,-0.008874,0.783319,0.045450,0.108488,0.651016,0.031482,0.127091,0.345671,-0.026263,0.139634,0.033887,0.046207,-0.124410,0.649389,0.039431,-0.141605,0.343786,-0.013856,-0.153873,0.031283,0.039861,-0.009009,0.827225,0.066044,0.131499,1.071012,0.098033,0.173206,0.894464,0.235616,0.092115,0.810676,0.054234,-0.149275,1.072126,0.082549,-0.194918,0.895925,0.226428,-0.126333,0.811543
