joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
1.782100,1.741325,0.060600,-0.171175,0.019925,0.165175,0.110100,-0.113400,-0.000725,-1.504925,-1.353775,0.820350,0.715375,0.415550,0.277175,-0.082478,0.151128,-0.090625,0.103125,0.232700,-0.169425,-0.748725,-0.594450,0.389875,-0.245100,0.267825,0.389775,-0.267300,-0.011650
1.724925,1.684175,0.063975,-0.147850,0.033275,0.170050,0.115225,-0.091450,-0.009725,-1.416050,-1.291925,0.812925,0.690225,0.366775,0.233975,-0.071285,0.146285,-0.073900,0.105750,0.268750,-0.161475,-0.784000,-0.597400,0.363100,-0.292625,0.255450,0.403250,-0.254025,-0.021350
1.690400,1.637825,0.065575,-0.131650,0.041575,0.168850,0.119075,-0.073325,-0.015175,-1.343725,-1.238150,0.817400,0.676725,0.331325,0.212875,-0.052562,0.131412,-0.058250,0.108825,0.311600,-0.163750,-0.808650,-0.620425,0.335325,-0.335300,0.238100,0.413750,-0.243050,-0.023600
1.621675,1.567475,0.047850,-0.114125,0.053025,0.161950,0.124700,-0.054250,-0.029950,-1.255550,-1.153925,0.833700,0.654550,0.295525,0.195875,-0.037502,0.127477,-0.050225,0.108275,0.368175,-0.192025,-0.858525,-0.701375,0.292850,-0.396675,0.244950,0.427075,-0.213300,-0.056275
1.543275,1.492325,0.026050,-0.099500,0.060875,0.149575,0.127050,-0.038800,-0.051400,-1.171225,-1.062875,0.857150,0.634950,0.266850,0.186625,-0.017560,0.125785,-0.045900,0.103250,0.419000,-0.227250,-0.905875,-0.795925,0.247850,-0.445750,0.264175,0.437200,-0.173550,-0.097950
1.479800,1.431600,0.015350,-0.091950,0.058350,0.131975,0.121025,-0.031400,-0.076850,-1.110475,-0.988575,0.883075,0.629150,0.252675,0.188900,0.016239,0.117211,-0.041500,0.092925,0.444675,-0.250300,-0.922825,-0.859800,0.212575,-0.451500,0.283850,0.438025,-0.132625,-0.127300
1.418875,1.377125,0.005300,-0.083350,0.061775,0.116150,0.112500,-0.019925,-0.120975,-1.055425,-0.931250,0.922225,0.635525,0.248675,0.195400,0.040374,0.106301,-0.045025,0.076000,0.471250,-0.277725,-0.968600,-0.960000,0.201400,-0.473200,0.316075,0.452300,-0.106850,-0.152575
1.390900,1.356050,0.000925,-0.078025,0.069450,0.110000,0.105750,-0.010125,-0.161775,-1.033575,-0.919525,0.955025,0.650875,0.256875,0.202850,0.052995,0.088305,-0.054675,0.060950,0.485425,-0.295850,-1.020375,-1.046400,0.219900,-0.500025,0.344775,0.472900,-0.109150,-0.161125
1.331125,1.298425,-0.009225,-0.083600,0.070825,0.100375,0.084450,-0.003950,-0.243575,-1.013225,-0.903900,1.022475,0.704725,0.270475,0.201400,0.086504,0.048746,-0.066875,0.039700,0.507250,-0.291650,-1.047100,-1.133750,0.319450,-0.488600,0.389200,0.482950,-0.100350,-0.149125
1.258425,1.229450,-0.015175,-0.089825,0.070175,0.095325,0.059625,-0.003450,-0.344675,-0.993600,-0.891625,1.096350,0.770325,0.279150,0.194000,0.121372,-0.004222,-0.078075,0.017525,0.529300,-0.267500,-1.071300,-1.201975,0.447275,-0.460600,0.432125,0.485375,-0.088750,-0.122725
