body_0_vel_x,body_0_vel_y,body_0_vel_z,body_1_vel_x,body_1_vel_y,body_1_vel_z,body_2_vel_x,body_2_vel_y,body_2_vel_z,body_3_vel_x,body_3_vel_y,body_3_vel_z,body_4_vel_x,body_4_vel_y,body_4_vel_z,body_5_vel_x,body_5_vel_y,body_5_vel_z,body_6_vel_x,body_6_vel_y,body_6_vel_z,body_7_vel_x,body_7_vel_y,body_7_vel_z,body_8_vel_x,body_8_vel_y,body_8_vel_z,body_9_vel_x,body_9_vel_y,body_9_vel_z,body_10_vel_x,body_10_vel_y,body_10_vel_z,body_11_vel_x,body_11_vel_y,body_11_vel_z,body_12_vel_x,body_12_vel_y,body_12_vel_z,body_13_vel_x,body_13_vel_y,body_13_vel_z
-0.006450,0.003250,-0.000350,-0.004620,0.002957,-0.000605,-0.006386,0.002894,-0.000559,-0.003482,0.004597,-0.001047,-0.010525,0.002938,-0.000147,-0.006623,0.004094,-0.000281,-0.001951,0.005835,-0.001181,-0.005790,0.003629,-0.000289,0.004634,0.004087,-0.002028,0.000122,0.000146,-0.005189,-0.004807,-0.003243,-0.008359,-0.005051,0.004490,0.000135,-0.009472,0.000901,-0.002888,-0.014747,-0.002673,-0.005830
-0.011050,-0.000050,-0.001050,-0.009714,-0.000280,-0.001256,-0.011058,-0.000039,-0.001205,-0.005545,0.002383,-0.002154,-0.014818,-0.000294,-0.000899,-0.011575,0.001118,-0.001033,-0.006208,0.002773,-0.002044,-0.010345,0.000336,-0.000985,0.000447,0.001271,-0.003056,-0.004221,-0.002469,-0.006312,-0.009451,-0.005546,-0.009587,-0.008654,0.001667,-0.000353,-0.013199,-0.001638,-0.003465,-0.018612,-0.005030,-0.006480
-0.015200,-0.007100,-0.000575,-0.014560,-0.007288,-0.000751,-0.015353,-0.006698,-0.000702,-0.006754,-0.003578,-0.002198,-0.018299,-0.007297,-0.000454,-0.015836,-0.005855,-0.000573,-0.010609,-0.004517,-0.001538,-0.014492,-0.006697,-0.000511,-0.003495,-0.005236,-0.002942,-0.008467,-0.008405,-0.006381,-0.013801,-0.011030,-0.009722,-0.012076,-0.004854,0.000368,-0.016634,-0.007706,-0.002757,-0.021695,-0.010584,-0.005644
0.001575,-0.010050,0.000600,0.002065,-0.010225,0.000435,0.000802,-0.009396,0.000525,0.008550,-0.006060,-0.000800,-0.001582,-0.010232,0.000708,0.001457,-0.008135,0.000535,0.007310,-0.005946,-0.000579,0.002340,-0.009656,0.000669,0.014823,-0.008401,-0.001809,0.010102,-0.011488,-0.005071,0.004993,-0.013964,-0.008239,0.006048,-0.007971,0.001399,0.001816,-0.010724,-0.001495,-0.002966,-0.013594,-0.004171
0.015350,-0.009950,0.001575,0.015534,-0.010151,0.001384,0.013617,-0.009487,0.001496,0.020122,-0.006408,0.000391,0.011965,-0.010158,0.001701,0.015571,-0.007687,0.001493,0.021847,-0.004953,0.000275,0.016251,-0.009574,0.001657,0.030316,-0.008622,-0.000815,0.025849,-0.011592,-0.003898,0.020924,-0.013890,-0.006913,0.021847,-0.008160,0.002125,0.017837,-0.010792,-0.000612,0.013170,-0.013646,-0.003176
0.002125,-0.007875,0.001300,0.001135,-0.008144,0.001033,-0.000763,-0.008328,0.001092,0.007657,-0.005959,-0.000414,-0.001082,-0.008151,0.001486,0.001718,-0.006504,0.001344,0.007232,-0.005009,0.000308,0.003264,-0.007513,0.001404,0.017784,-0.006321,-0.001263,0.013036,-0.008595,-0.004513,0.007895,-0.010327,-0.007639,0.011370,-0.005929,0.001776,0.007056,-0.008025,-0.001184,0.002261,-0.010324,-0.003907
-0.008175,-0.003125,0.001500,-0.010171,-0.003363,0.001242,-0.011237,-0.003526,0.001271,-0.001471,-0.001128,-0.000492,-0.011276,-0.003368,0.001658,-0.008909,-0.002343,0.001561,-0.002684,-0.001902,0.000437,-0.006789,-0.002807,0.001626,0.008426,-0.001471,-0.001231,0.002939,-0.003043,-0.004955,-0.002945,-0.004148,-0.008486,0.003883,-0.001154,0.001814,-0.001221,-0.002752,-0.001706,-0.006700,-0.004559,-0.004919
-0.010375,0.001950,0.002100,-0.012715,0.001817,0.001923,-0.012560,0.002514,0.001959,-0.002683,0.005646,0.000212,-0.013498,0.001814,0.002165,-0.010999,0.002701,0.002071,-0.002977,0.002774,0.000643,-0.008855,0.002221,0.002237,0.006957,0.003547,-0.000729,0.000639,0.002392,-0.004994,-0.006143,0.001721,-0.009014,0.003185,0.003822,0.002249,-0.002806,0.002358,-0.001888,-0.009188,0.000664,-0.005671
-0.010350,-0.000500,0.002625,-0.013158,-0.000540,0.002517,-0.012342,0.000304,0.002538,-0.003757,0.003246,0.001008,-0.013953,-0.000542,0.002600,-0.010440,0.000362,0.002483,-0.001022,0.000524,0.000812,-0.008537,-0.000263,0.002788,0.008561,0.001274,-0.000516,0.001165,0.000434,-0.005484,-0.006244,-0.000260,-0.010005,0.005914,0.001493,0.002636,-0.001575,-0.000448,-0.002521,-0.008941,-0.002182,-0.007091
-0.009650,-0.003600,0.003150,-0.013092,-0.003520,0.003132,-0.011370,-0.002930,0.003097,-0.004103,-0.000756,0.001757,-0.013711,-0.003521,0.003013,-0.009079,-0.002753,0.002881,0.000979,-0.002619,0.001103,-0.007499,-0.003422,0.003342,0.011387,-0.001837,-0.000259,0.003038,-0.002064,-0.005837,-0.004868,-0.002456,-0.010746,0.010133,-0.001674,0.002876,0.001297,-0.004013,-0.003192,-0.006900,-0.005765,-0.008437
