body_0_x,body_0_y,body_0_z,body_1_x,body_1_y,body_1_z,body_2_x,body_2_y,body_2_z,body_3_x,body_3_y,body_3_z,body_4_x,body_4_y,body_4_z,body_5_x,body_5_y,body_5_z,body_6_x,body_6_y,body_6_z,body_7_x,body_7_y,body_7_z,body_8_x,body_8_y,body_8_z,body_9_x,body_9_y,body_9_z,body_10_x,body_10_y,body_10_z,body_11_x,body_11_y,body_11_z,body_12_x,body_12_y,body_12_z,body_13_x,body_13_y,body_13_z
-0.041675,-0.010605,0.733778,-0.064940,0.112712,0.615815,0.064184,0.150340,0.340744,-0.028257,0.140270,0.037736,-0.051711,-0.119405,0.601830,0.096577,-0.151704,0.335958,-0.007621,-0.155218,0.037029,-0.029429,-0.011972,0.786477,0.159886,0.130340,0.937800,0.247234,0.157451,0.776975,0.334983,0.183540,0.617039,0.163755,-0.145226,0.941698,0.251486,-0.147635,0.778825,0.340046,-0.148221,0.617244
-0.045018,-0.010062,0.726310,-0.069398,0.113360,0.609682,0.068545,0.152464,0.339135,-0.028303,0.140899,0.037640,-0.056391,-0.118749,0.595357,0.100530,-0.151924,0.334598,-0.007234,-0.154790,0.037006,-0.031633,-0.011449,0.778730,0.161306,0.130683,0.925981,0.248923,0.158374,0.765400,0.337397,0.184387,0.605870,0.165065,-0.144721,0.929859,0.252945,-0.147157,0.767066,0.342041,-0.147125,0.605813
-0.048421,-0.009533,0.718418,-0.073933,0.113978,0.603209,0.072810,0.154545,0.337551,-0.028445,0.141433,0.037659,-0.061164,-0.118126,0.588566,0.104324,-0.152212,0.333279,-0.007098,-0.154407,0.037113,-0.033883,-0.010932,0.770529,0.162656,0.131027,0.913540,0.250612,0.159258,0.753239,0.339856,0.185186,0.594153,0.166282,-0.144209,0.917460,0.254372,-0.146673,0.754780,0.344045,-0.146055,0.593893
-0.051941,-0.009033,0.709678,-0.078621,0.114540,0.595990,0.077006,0.156612,0.335676,-0.028677,0.141861,0.037493,-0.066114,-0.117560,0.581063,0.107984,-0.152558,0.331696,-0.007280,-0.154016,0.037089,-0.036218,-0.010432,0.761443,0.163956,0.131366,0.899955,0.252345,0.160096,0.739980,0.342437,0.185908,0.581394,0.167401,-0.143691,0.904033,0.255785,-0.146196,0.741512,0.346106,-0.145023,0.581047
-0.055560,-0.008411,0.700165,-0.083451,0.115204,0.588115,0.081086,0.158825,0.333599,-0.029002,0.142348,0.037215,-0.071256,-0.116896,0.572933,0.111464,-0.152844,0.329951,-0.007583,-0.153561,0.036946,-0.038610,-0.009794,0.751541,0.165239,0.131880,0.885220,0.254102,0.161032,0.725584,0.345059,0.186679,0.567515,0.168446,-0.142987,0.889658,0.257126,-0.145576,0.727299,0.348086,-0.143912,0.567264
-0.059229,-0.007729,0.690265,-0.088349,0.115914,0.579955,0.084998,0.161059,0.331627,-0.029459,0.142765,0.037128,-0.076497,-0.116189,0.564538,0.114711,-0.153154,0.328333,-0.008078,-0.153137,0.036978,-0.041038,-0.009089,0.741214,0.166437,0.132481,0.869847,0.255809,0.162002,0.710563,0.347639,0.187457,0.553024,0.169395,-0.142190,0.874752,0.258381,-0.144880,0.712561,0.349970,-0.142771,0.552963
-0.062910,-0.007136,0.679581,-0.093378,0.116483,0.571127,0.088646,0.163142,0.329373,-0.029746,0.142977,0.036677,-0.081879,-0.115627,0.555540,0.117588,-0.153478,0.326410,-0.008742,-0.152515,0.036677,-0.043417,-0.008446,0.730046,0.167805,0.133064,0.853102,0.257723,0.162896,0.694183,0.350447,0.188123,0.537195,0.170502,-0.141390,0.858685,0.259816,-0.144204,0.696675,0.352045,-0.141701,0.537532
-0.066629,-0.006540,0.668712,-0.098457,0.117039,0.562210,0.092038,0.165148,0.327365,-0.030146,0.143088,0.036490,-0.087321,-0.115079,0.546470,0.120152,-0.153856,0.324721,-0.009515,-0.151948,0.036573,-0.045834,-0.007795,0.718654,0.169032,0.133674,0.835929,0.259503,0.163778,0.677374,0.353101,0.188775,0.520938,0.171505,-0.140556,0.842255,0.261135,-0.143494,0.680422,0.353973,-0.140634,0.521723
-0.070426,-0.005937,0.657471,-0.103649,0.117579,0.553029,0.095126,0.167098,0.325450,-0.030609,0.143185,0.036354,-0.092882,-0.114547,0.537158,0.122351,-0.154238,0.323100,-0.010262,-0.151373,0.036402,-0.048317,-0.007125,0.706845,0.170128,0.134335,0.818029,0.261139,0.164664,0.659827,0.355576,0.189433,0.503930,0.172417,-0.139658,0.825212,0.262330,-0.142721,0.663537,0.355728,-0.139555,0.505261
-0.073895,-0.005474,0.646126,-0.108505,0.117956,0.543793,0.098290,0.168912,0.323805,-0.030560,0.143195,0.036343,-0.097963,-0.114172,0.527775,0.124669,-0.154587,0.321560,-0.010798,-0.150760,0.036303,-0.050531,-0.006585,0.694919,0.171192,0.134925,0.800091,0.262776,0.165547,0.642275,0.358065,0.190216,0.486954,0.173430,-0.138829,0.808112,0.263703,-0.141898,0.646636,0.357712,-0.138377,0.488815
