body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
-0.178310,-0.058737,-0.093528,-0.152478,0.176955,-0.025279,0.008909,-0.230324,-0.032603,-0.028226,-0.071345,-0.037290,-0.138357,0.335365,0.037287,-0.102520,-0.321190,0.029301,-0.014110,-0.074612,0.017331,-0.060983,-0.076777,-0.064452,-0.171277,-0.134735,-0.114363,-0.108346,-0.139502,-0.212969,-0.204944,-0.087997,-0.373532,-0.179438,-0.167447,-0.118171,-0.139195,-0.168109,-0.198661,-0.154194,-0.105921,0.185951
-0.169421,-0.093561,-0.067792,-0.145419,0.132647,-0.007143,0.003406,-0.198422,-0.018359,-0.036229,-0.088139,-0.021429,-0.135178,0.272594,0.036480,-0.092327,-0.273876,0.026283,-0.018534,-0.066602,0.016081,-0.053478,-0.109367,-0.046282,-0.154677,-0.153952,-0.094708,-0.117701,-0.156993,-0.152731,-0.250943,-0.074286,-0.349325,-0.162102,-0.187226,-0.096167,-0.127001,-0.188169,-0.166012,-0.087267,-0.093601,0.214866
-0.160908,-0.114596,-0.051586,-0.138761,0.093908,0.002557,0.000853,-0.191797,-0.010491,-0.041229,-0.110395,-0.012611,-0.132922,0.226667,0.026426,-0.084344,-0.241531,0.014423,-0.029040,-0.069569,0.006027,-0.049240,-0.120014,-0.036542,-0.141507,-0.161935,-0.080679,-0.130168,-0.162926,-0.098703,-0.289434,-0.050816,-0.338356,-0.147665,-0.192807,-0.081812,-0.119768,-0.193793,-0.136877,-0.028981,-0.071434,0.237751
-0.140068,-0.127422,-0.030240,-0.120266,0.065209,0.016670,-0.008031,-0.145973,0.004328,-0.051365,-0.097102,0.003294,-0.122957,0.165773,0.008810,-0.071796,-0.196899,-0.004240,-0.039150,-0.061754,-0.010576,-0.058849,-0.134830,-0.022435,-0.124545,-0.176232,-0.050912,-0.145095,-0.174298,-0.020074,-0.333915,-0.048978,-0.306504,-0.128475,-0.194355,-0.053998,-0.110077,-0.195090,-0.089855,0.058398,-0.071295,0.248193
-0.116426,-0.135846,-0.008530,-0.100352,0.038948,0.027597,-0.013078,-0.108350,0.016281,-0.054307,-0.080111,0.015866,-0.109134,0.110261,-0.002901,-0.056314,-0.157935,-0.016769,-0.047279,-0.052358,-0.021270,-0.073822,-0.148495,-0.005133,-0.110858,-0.191710,-0.015749,-0.160935,-0.186815,0.059610,-0.372843,-0.051718,-0.264807,-0.111873,-0.191744,-0.021584,-0.107717,-0.191845,-0.029247,0.145275,-0.075435,0.249116
-0.099561,-0.143874,0.008675,-0.089642,0.007308,0.027828,-0.004188,-0.126542,0.015730,-0.037879,-0.091539,0.014889,-0.095363,0.080310,0.004576,-0.039889,-0.142852,-0.010235,-0.052108,-0.050893,-0.013597,-0.085715,-0.155850,0.014258,-0.107440,-0.203484,0.014282,-0.175854,-0.196629,0.116680,-0.394624,-0.042830,-0.224707,-0.104842,-0.186018,0.006664,-0.116911,-0.185271,0.030360,0.201917,-0.066827,0.243247
-0.078892,-0.144159,0.015705,-0.072189,-0.003891,0.025872,0.013461,-0.119437,0.011782,-0.008885,-0.075073,0.010418,-0.079330,0.048468,-0.002601,-0.027021,-0.121332,-0.016755,-0.057927,-0.038507,-0.019247,-0.091887,-0.148833,0.024079,-0.100785,-0.198566,0.032732,-0.163158,-0.192149,0.123657,-0.427722,-0.028159,-0.153131,-0.092748,-0.167626,0.025273,-0.122419,-0.165943,0.082048,0.277142,-0.052402,0.185774
-0.064694,-0.136612,0.009150,-0.056698,0.010947,0.022571,0.031119,-0.090535,0.006312,0.018271,-0.038884,0.004560,-0.069029,0.030623,-0.020931,-0.024136,-0.104155,-0.033154,-0.061840,-0.021438,-0.035494,-0.089208,-0.131025,0.019586,-0.093651,-0.177014,0.030049,-0.112407,-0.174985,0.052613,-0.455527,-0.015451,-0.086297,-0.082206,-0.144134,0.024560,-0.132681,-0.141249,0.119978,0.333125,-0.039395,0.106291
-0.055485,-0.149610,0.012555,-0.050298,0.003263,0.017271,0.038308,-0.094764,0.000366,0.022561,-0.025365,-0.001994,-0.057066,0.034951,-0.009061,-0.007051,-0.106897,-0.022794,-0.052395,-0.031460,-0.024650,-0.066908,-0.144060,0.022281,-0.076818,-0.157365,0.019832,-0.056321,-0.159410,-0.018433,-0.482046,0.010502,-0.004249,-0.064160,-0.135160,0.022970,-0.133832,-0.131266,0.152964,0.379894,-0.013334,0.032143
-0.051816,-0.166835,0.017546,-0.049276,0.000483,0.013386,0.039992,-0.109736,-0.002496,0.019819,-0.020791,-0.005491,-0.048381,0.052204,0.010917,0.007965,-0.119295,-0.004630,-0.040705,-0.043677,-0.006430,-0.039980,-0.165152,0.027587,-0.062336,-0.143368,0.006877,-0.011208,-0.148687,-0.078070,-0.502563,0.037453,0.068657,-0.049037,-0.134479,0.019776,-0.134532,-0.129792,0.177402,0.410138,0.013649,-0.030130
