body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.998654,0.006420,0.051361,0.003385,0.988682,0.043905,-0.143265,0.007430,0.992258,0.006563,0.051062,0.113019,0.993484,-0.016566,0.002718,0.112727,0.982424,-0.053399,-0.178627,-0.009162,0.995526,-0.030976,0.063516,-0.062724,0.998077,0.004932,0.007614,-0.061318,0.962371,-0.003033,0.270893,-0.021203,0.891875,0.064464,-0.428903,-0.128239,0.810041,-0.499799,0.205658,0.227462,0.935270,0.117558,0.187920,-0.275930,0.891990,-0.047680,-0.431779,0.125092,0.803362,0.511557,0.211413,-0.219598,0.935024,-0.106349,0.183657,0.284061
0.998855,0.005911,0.047362,0.003156,0.989560,0.043284,-0.137284,0.007132,0.992375,0.007510,0.049272,0.112727,0.993515,-0.017003,0.002162,0.112401,0.983660,-0.052846,-0.171891,-0.008574,0.995660,-0.031109,0.061470,-0.062572,0.998099,0.004831,0.006174,-0.061124,0.965659,-0.002297,0.258978,-0.020700,0.889715,0.065305,-0.433285,-0.128089,0.811288,-0.500560,0.201655,0.224916,0.936375,0.120097,0.179639,-0.276603,0.889625,-0.048497,-0.436863,0.123960,0.803824,0.513768,0.206390,-0.217514,0.936145,-0.109758,0.175687,0.284113
0.999056,0.005373,0.043005,0.002887,0.990380,0.042822,-0.131402,0.006821,0.992443,0.008476,0.048130,0.112553,0.993536,-0.017246,0.001706,0.112187,0.984870,-0.052294,-0.165019,-0.008032,0.995748,-0.031156,0.059927,-0.062646,0.998108,0.004811,0.004577,-0.061130,0.968815,-0.001724,0.246973,-0.019954,0.887682,0.065842,-0.437445,-0.127776,0.812283,-0.501523,0.197922,0.222483,0.937311,0.122225,0.172264,-0.277190,0.887422,-0.049463,-0.441500,0.122935,0.804282,0.515684,0.201671,-0.215707,0.937104,-0.112813,0.168655,0.284017
0.999242,0.004871,0.038522,0.002701,0.991145,0.042482,-0.125629,0.006586,0.992463,0.009432,0.047600,0.112530,0.993545,-0.017187,0.001388,0.112122,0.985994,-0.051688,-0.158395,-0.007463,0.995802,-0.031096,0.058942,-0.062740,0.998111,0.004858,0.003149,-0.061156,0.971793,-0.001337,0.235069,-0.018972,0.885806,0.066202,-0.441338,-0.127220,0.813155,-0.502470,0.194434,0.220224,0.937934,0.125073,0.166109,-0.277569,0.885400,-0.050490,-0.445660,0.122087,0.804858,0.517136,0.197389,-0.214036,0.937717,-0.116554,0.162802,0.283897
0.999410,0.004386,0.033975,0.002557,0.991867,0.042201,-0.119909,0.006384,0.992459,0.010386,0.047375,0.112572,0.993549,-0.016975,0.001140,0.112119,0.987054,-0.051053,-0.151892,-0.006892,0.995840,-0.030989,0.058237,-0.062860,0.998111,0.004932,0.001806,-0.061208,0.974608,-0.001040,0.223199,-0.017867,0.883990,0.066471,-0.445124,-0.126522,0.813798,-0.503653,0.190999,0.218141,0.938423,0.128149,0.160528,-0.277798,0.883451,-0.051528,-0.449600,0.121319,0.805388,0.518502,0.193294,-0.212469,0.938176,-0.120506,0.157504,0.283719
0.999552,0.003931,0.029554,0.002734,0.992475,0.042149,-0.114782,0.006519,0.992378,0.011291,0.047814,0.113017,0.993515,-0.016331,0.001067,0.112517,0.987963,-0.050450,-0.146103,-0.006100,0.995866,-0.030913,0.058035,-0.062669,0.998130,0.004772,0.000530,-0.060932,0.977247,-0.000964,0.211450,-0.016604,0.882354,0.066770,-0.448611,-0.125467,0.814183,-0.504986,0.187646,0.216526,0.938792,0.131837,0.155659,-0.277595,0.881638,-0.052422,-0.453167,0.120857,0.805914,0.519665,0.189687,-0.210877,0.938348,-0.125099,0.152816,0.283728
0.999671,0.003494,0.025222,0.002996,0.993027,0.042120,-0.109896,0.006731,0.992288,0.012166,0.048415,0.113453,0.993482,-0.015647,0.000981,0.112902,0.988810,-0.049854,-0.140503,-0.005265,0.995887,-0.030853,0.058015,-0.062378,0.998154,0.004585,-0.000675,-0.060556,0.979732,-0.000940,0.199726,-0.015297,0.880621,0.067086,-0.452281,-0.124289,0.814292,-0.506787,0.184019,0.215016,0.939268,0.135115,0.150374,-0.277322,0.879724,-0.053274,-0.456874,0.120475,0.806302,0.521081,0.185971,-0.209206,0.938575,-0.129264,0.147678,0.283830
0.999767,0.003094,0.021068,0.003430,0.993501,0.042143,-0.105493,0.007115,0.992182,0.012973,0.049338,0.113896,0.993450,-0.014884,0.000868,0.113288,0.989570,-0.049271,-0.135293,-0.004319,0.995900,-0.030820,0.058358,-0.061861,0.998190,0.004355,-0.001735,-0.059950,0.982054,-0.001024,0.188085,-0.013901,0.878733,0.067449,-0.456259,-0.122907,0.814217,-0.508979,0.179994,0.213529,0.939908,0.137863,0.144336,-0.277008,0.877645,-0.054086,-0.460812,0.120271,0.806683,0.522617,0.182122,-0.207282,0.938873,-0.132862,0.141720,0.284220
0.999842,0.002783,0.017083,0.004040,0.993882,0.042259,-0.101750,0.007677,0.992056,0.013711,0.050685,0.114311,0.993421,-0.014120,0.000760,0.113639,0.990219,-0.048711,-0.130705,-0.003282,0.995903,-0.030754,0.059007,-0.061236,0.998232,0.004127,-0.002576,-0.059245,0.984168,-0.001178,0.176800,-0.012378,0.876655,0.067905,-0.460586,-0.121346,0.814067,-0.511414,0.175536,0.211984,0.940804,0.140102,0.137334,-0.276402,0.875382,-0.054849,-0.465013,0.120256,0.807139,0.524174,0.178140,-0.205023,0.939348,-0.135811,0.134702,0.284670
0.999899,0.002516,0.013183,0.004738,0.994214,0.042416,-0.098336,0.008326,0.991920,0.014408,0.052245,0.114710,0.993394,-0.013361,0.000657,0.113970,0.990804,-0.048168,-0.126425,-0.002202,0.995899,-0.030678,0.059810,-0.060562,0.998275,0.003894,-0.003305,-0.058494,0.986119,-0.001358,0.165682,-0.010789,0.874470,0.068407,-0.465077,-0.119690,0.813920,-0.513885,0.170875,0.210375,0.941828,0.141971,0.129805,-0.275600,0.873019,-0.055574,-0.469332,0.120324,0.807715,0.525601,0.174121,-0.202538,0.939910,-0.138312,0.127108,0.285102
