body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.968962,0.032006,0.243546,0.027816,0.898107,0.094941,-0.428612,0.026105,0.969199,-0.015606,0.217248,0.114944,0.993159,0.008670,0.013252,0.115692,0.883239,-0.047856,-0.463975,-0.048233,0.971710,-0.009218,0.226578,-0.066001,0.998056,-0.000264,0.001456,-0.062305,0.873324,-0.012713,0.486963,-0.003251,0.985151,0.121631,-0.039314,-0.114621,0.725289,0.351995,0.527479,-0.267995,0.764173,0.347235,0.478107,-0.258616,0.985492,-0.089821,-0.068767,0.126529,0.730778,-0.364346,0.472158,0.332088,0.767005,-0.340441,0.412611,0.354337
0.965769,0.032194,0.255872,0.027996,0.889958,0.097184,-0.444749,0.026971,0.967753,-0.017871,0.223265,0.115273,0.993080,0.008796,0.012696,0.116416,0.874698,-0.046652,-0.479704,-0.051100,0.970440,-0.008090,0.231863,-0.066490,0.998019,-0.000565,0.001260,-0.062897,0.866898,-0.013944,0.498272,-0.004267,0.984571,0.122188,-0.047166,-0.116043,0.727609,0.356696,0.520285,-0.269550,0.769936,0.349819,0.468191,-0.256170,0.984563,-0.089678,-0.077948,0.128522,0.733183,-0.368448,0.467315,0.329098,0.774655,-0.337852,0.407308,0.346217
0.962476,0.032348,0.267938,0.028343,0.881498,0.099354,-0.460766,0.028027,0.966351,-0.020173,0.228895,0.115608,0.992995,0.008947,0.012241,0.117180,0.865948,-0.045329,-0.495166,-0.053765,0.969164,-0.006936,0.237064,-0.066879,0.997986,-0.000877,0.001247,-0.063417,0.860414,-0.015227,0.509341,-0.005175,0.984002,0.122539,-0.054986,-0.117054,0.730226,0.360869,0.513044,-0.270795,0.775943,0.351649,0.458375,-0.253275,0.983554,-0.089434,-0.087175,0.130477,0.735724,-0.372300,0.462493,0.325889,0.782619,-0.334660,0.402123,0.337353
0.959451,0.032201,0.278558,0.028661,0.872918,0.101122,-0.476370,0.029338,0.965024,-0.022271,0.234216,0.115656,0.992940,0.009046,0.012150,0.117647,0.857186,-0.044228,-0.510031,-0.056077,0.967983,-0.005773,0.241736,-0.067382,0.997943,-0.001492,0.001488,-0.064080,0.854726,-0.016165,0.518801,-0.005287,0.983512,0.122298,-0.063277,-0.117229,0.733736,0.364128,0.505168,-0.271748,0.782966,0.351256,0.448452,-0.249949,0.982476,-0.088614,-0.096563,0.132528,0.738914,-0.375299,0.457150,0.322756,0.791072,-0.329971,0.396801,0.328441
0.956456,0.031933,0.288671,0.028991,0.864128,0.102781,-0.491697,0.030852,0.963651,-0.024419,0.239552,0.115733,0.992879,0.009022,0.012033,0.118174,0.848216,-0.043128,-0.524674,-0.058196,0.966795,-0.004575,0.246333,-0.067864,0.997898,-0.002091,0.001786,-0.064743,0.849195,-0.016932,0.527783,-0.005068,0.983010,0.121975,-0.071564,-0.117014,0.737472,0.367056,0.497129,-0.272523,0.790226,0.350046,0.438532,-0.246374,0.981342,-0.087544,-0.105864,0.134526,0.742270,-0.377897,0.451596,0.319828,0.799597,-0.324650,0.391192,0.319712
0.953657,0.031425,0.297809,0.029353,0.855208,0.104320,-0.506623,0.032717,0.962220,-0.026583,0.244925,0.115920,0.992804,0.008840,0.011864,0.118835,0.839102,-0.042020,-0.539026,-0.059935,0.965630,-0.003295,0.250787,-0.068212,0.997859,-0.002619,0.002199,-0.065310,0.844102,-0.017322,0.535886,-0.004206,0.982506,0.121561,-0.079852,-0.116314,0.741611,0.369514,0.488729,-0.273160,0.797959,0.347480,0.428608,-0.242518,0.980172,-0.086043,-0.114992,0.136516,0.745913,-0.379870,0.445637,0.317365,0.808293,-0.318319,0.385176,0.311408
0.951066,0.030664,0.306022,0.029718,0.846121,0.105678,-0.521241,0.034910,0.960838,-0.028607,0.249968,0.116140,0.992729,0.008672,0.011380,0.119519,0.829850,-0.041070,-0.553077,-0.061387,0.964498,-0.001991,0.255023,-0.068583,0.997817,-0.003296,0.002539,-0.065914,0.839516,-0.017327,0.543051,-0.002814,0.981964,0.121147,-0.088215,-0.115279,0.746246,0.371595,0.479620,-0.273857,0.806176,0.344004,0.417947,-0.238876,0.978942,-0.084392,-0.124122,0.138362,0.749991,-0.381391,0.438817,0.315426,0.817289,-0.311366,0.377899,0.303780
0.948557,0.029775,0.313764,0.030084,0.836829,0.106926,-0.535623,0.037313,0.959461,-0.030605,0.254844,0.116417,0.992646,0.008482,0.010742,0.120273,0.820416,-0.040178,-0.566901,-0.062670,0.963374,-0.000672,0.259146,-0.068942,0.997773,-0.004041,0.002843,-0.066518,0.835159,-0.017122,0.549740,-0.001171,0.981362,0.120742,-0.096609,-0.114089,0.751050,0.373510,0.470131,-0.274573,0.814512,0.340031,0.406878,-0.235372,0.977657,-0.082627,-0.133242,0.140023,0.754308,-0.382578,0.431571,0.313690,0.826371,-0.303924,0.369950,0.296443
0.946451,0.028848,0.320125,0.030307,0.827696,0.107829,-0.549291,0.039656,0.958081,-0.032129,0.259793,0.116427,0.992604,0.008563,0.010113,0.120670,0.810964,-0.039489,-0.580253,-0.063918,0.962218,0.000653,0.263268,-0.069469,0.997717,-0.004809,0.003084,-0.067293,0.831504,-0.016466,0.555274,0.001079,0.980704,0.120386,-0.105051,-0.112655,0.755901,0.375413,0.460247,-0.275411,0.822848,0.335152,0.395990,-0.231920,0.976377,-0.080720,-0.141946,0.141508,0.759013,-0.383147,0.423273,0.312949,0.835799,-0.295633,0.360531,0.289929
0.944437,0.027977,0.326069,0.030590,0.818555,0.108691,-0.562484,0.042009,0.956671,-0.033690,0.264705,0.116521,0.992548,0.008573,0.009575,0.121172,0.801547,-0.038808,-0.593105,-0.065143,0.961034,0.001904,0.267414,-0.069999,0.997660,-0.005620,0.003408,-0.068059,0.828070,-0.015746,0.560394,0.003350,0.979982,0.119972,-0.113444,-0.111232,0.760560,0.377319,0.450428,-0.276215,0.830849,0.330068,0.385281,-0.228699,0.975077,-0.078856,-0.150429,0.142754,0.763692,-0.383539,0.414878,0.312327,0.845020,-0.287047,0.350790,0.283711
0.942660,0.027218,0.331197,0.030998,0.809649,0.109528,-0.574901,0.044284,0.955242,-0.035238,0.269544,0.116694,0.992481,0.008503,0.009209,0.121757,0.792443,-0.038171,-0.605120,-0.066380,0.959809,0.003014,0.271618,-0.070577,0.997599,-0.006518,0.003896,-0.068844,0.825137,-0.014928,0.564707,0.005689,0.979210,0.119424,-0.121755,-0.109823,0.764985,0.379194,0.440781,-0.276987,0.838420,0.324669,0.374993,-0.225880,0.973788,-0.077157,-0.158490,0.143754,0.768277,-0.383810,0.406274,0.312060,0.853972,-0.278248,0.340474,0.278184
0.941136,0.026542,0.335524,0.031346,0.801297,0.110237,-0.586190,0.046387,0.953828,-0.036691,0.274249,0.116846,0.992419,0.008295,0.008709,0.122313,0.783696,-0.037642,-0.616302,-0.067639,0.958574,0.004161,0.275756,-0.071262,0.997527,-0.007456,0.004448,-0.069750,0.822654,-0.014340,0.568310,0.007681,0.978474,0.118440,-0.129521,-0.108561,0.768868,0.380781,0.432159,-0.277645,0.845229,0.319088,0.366067,-0.223083,0.972567,-0.075733,-0.165783,0.144546,0.772498,-0.383986,0.398143,0.311902,0.862260,-0.269521,0.330554,0.273130
0.939734,0.025909,0.339449,0.031665,0.793166,0.110869,-0.596868,0.048417,0.952408,-0.038118,0.278883,0.117002,0.992356,0.008004,0.008146,0.122879,0.775064,-0.037154,-0.627015,-0.068908,0.957323,0.005352,0.279858,-0.071994,0.997448,-0.008393,0.005034,-0.070718,0.820391,-0.013863,0.571555,0.009497,0.977727,0.117244,-0.137011,-0.107385,0.772446,0.382241,0.424034,-0.278234,0.851596,0.313402,0.357800,-0.220325,0.971368,-0.074433,-0.172686,0.145200,0.776522,-0.384082,0.390241,0.311780,0.870119,-0.260749,0.320809,0.268299
0.938452,0.025427,0.342968,0.032158,0.785994,0.111682,-0.605978,0.050311,0.951023,-0.039674,0.283178,0.117437,0.992254,0.007694,0.007532,0.123758,0.767329,-0.036469,-0.636380,-0.069978,0.956068,0.006319,0.283985,-0.072438,0.997392,-0.009343,0.005522,-0.071350,0.818430,-0.013959,0.574338,0.010683,0.977110,0.115517,-0.143555,-0.106321,0.775107,0.383461,0.417708,-0.278722,0.856629,0.308592,0.351559,-0.217632,0.970341,-0.073659,-0.178165,0.145842,0.779229,-0.384911,0.383443,0.312437,0.875939,-0.254163,0.312537,0.265428
