body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
-0.008774,-0.444107,0.035548,-0.051814,0.663199,-0.058957,0.116924,-0.324505,-0.004511,-0.047234,-0.029686,-0.008532,0.020849,0.671726,0.058588,-0.047326,-0.280394,0.060067,0.062399,0.006540,0.046585,0.067994,-0.444073,0.026486,0.114752,0.260481,-0.085267,-0.331851,-0.052783,0.097473,-0.234765,-0.004709,0.139273,-0.061086,0.164335,-0.148022,0.087572,0.093979,-0.180835,0.099160,0.202530,-0.319307
-0.011806,-0.467420,0.035026,-0.057533,0.677169,-0.060246,0.129007,-0.326383,-0.014098,-0.040368,-0.026418,-0.017850,0.018065,0.698366,0.058119,-0.054007,-0.278712,0.060402,0.063288,0.016982,0.046259,0.111373,-0.473476,0.028506,0.141409,0.259009,-0.089310,-0.327525,-0.083956,0.056874,-0.189318,-0.034473,0.049838,-0.043291,0.163156,-0.163027,0.138420,0.076220,-0.211393,0.113149,0.180974,-0.297253
-0.013117,-0.497123,0.032424,-0.059318,0.694213,-0.060085,0.138978,-0.320552,-0.019739,-0.032742,-0.014940,-0.023262,0.015128,0.724398,0.052600,-0.058832,-0.270839,0.054839,0.065834,0.027795,0.040242,0.155509,-0.510452,0.029115,0.169642,0.243717,-0.092681,-0.324282,-0.132058,0.012561,-0.145416,-0.085367,-0.047847,-0.027610,0.150390,-0.179555,0.184417,0.047883,-0.248098,0.124055,0.156814,-0.280486
-0.014067,-0.529422,0.038741,-0.063784,0.704457,-0.055318,0.134997,-0.314108,-0.015390,-0.035495,-0.008247,-0.018523,0.007628,0.734401,0.048501,-0.056857,-0.263141,0.044472,0.068320,0.027259,0.029975,0.175714,-0.542274,0.027637,0.180726,0.235994,-0.095166,-0.332867,-0.164763,-0.016521,-0.141945,-0.122182,-0.117179,-0.033433,0.134649,-0.194886,0.185906,0.026669,-0.264777,0.109665,0.169033,-0.286139
-0.014560,-0.563760,0.045539,-0.064896,0.712657,-0.045518,0.135748,-0.308407,-0.007074,-0.034018,0.002828,-0.009854,0.003938,0.735074,0.051298,-0.051796,-0.260749,0.041177,0.066149,0.017105,0.027223,0.204523,-0.575046,0.029435,0.199604,0.238039,-0.095318,-0.329562,-0.189161,-0.070401,-0.096239,-0.149675,-0.221856,-0.039895,0.122178,-0.211004,0.204843,-0.000575,-0.289278,0.099951,0.155869,-0.282578
-0.014337,-0.582968,0.049428,-0.063210,0.714699,-0.035265,0.139731,-0.306328,0.001007,-0.030123,0.012752,-0.001417,0.005656,0.726099,0.059340,-0.046441,-0.264842,0.046126,0.060072,0.002443,0.032804,0.227509,-0.592092,0.034830,0.216807,0.249592,-0.088658,-0.315550,-0.192920,-0.117160,-0.030109,-0.154960,-0.303879,-0.042802,0.119968,-0.218277,0.232070,-0.020543,-0.308104,0.100074,0.123818,-0.270299
-0.012214,-0.621823,0.052951,-0.063681,0.726009,-0.031097,0.146796,-0.319024,0.003395,-0.028096,0.011043,0.001403,0.003811,0.739977,0.058356,-0.048134,-0.262202,0.043404,0.048715,-0.001586,0.030541,0.254418,-0.634690,0.040094,0.233667,0.227395,-0.080987,-0.304786,-0.231974,-0.168322,0.016228,-0.191759,-0.384336,-0.058618,0.089687,-0.231103,0.237761,-0.064967,-0.330211,0.116305,0.089510,-0.303287
-0.009906,-0.660425,0.056641,-0.067805,0.744940,-0.031491,0.149896,-0.322950,0.001124,-0.030487,0.011892,-0.000313,-0.000069,0.760047,0.054852,-0.051258,-0.257100,0.037448,0.040178,0.000107,0.024808,0.282002,-0.676561,0.047112,0.249177,0.197253,-0.070243,-0.294052,-0.275093,-0.206773,0.038814,-0.230224,-0.439968,-0.076356,0.061274,-0.242767,0.237915,-0.106409,-0.344190,0.138704,0.065958,-0.342936
-0.009192,-0.678881,0.060946,-0.077164,0.769842,-0.034871,0.141879,-0.294572,-0.004750,-0.039949,0.029483,-0.005489,-0.004135,0.769657,0.055158,-0.050173,-0.253779,0.032436,0.042621,0.002632,0.019691,0.306872,-0.691340,0.058082,0.262325,0.185121,-0.053441,-0.280458,-0.290294,-0.215375,0.033582,-0.239932,-0.447183,-0.084727,0.064712,-0.246192,0.248739,-0.117848,-0.337843,0.157301,0.066088,-0.350194
-0.007577,-0.706267,0.067830,-0.086334,0.785878,-0.035583,0.139403,-0.293251,-0.008756,-0.049456,0.032070,-0.008860,-0.006486,0.786732,0.059659,-0.050451,-0.248000,0.033344,0.039672,0.008135,0.020586,0.329600,-0.719372,0.069149,0.269743,0.166922,-0.037857,-0.276017,-0.313555,-0.222241,0.021785,-0.248061,-0.455552,-0.105366,0.055256,-0.252874,0.265254,-0.153066,-0.333897,0.173360,0.019729,-0.345479
-0.005884,-0.728891,0.073865,-0.092492,0.784985,-0.032648,0.141992,-0.319698,-0.008870,-0.055930,0.018333,-0.008368,-0.007049,0.802743,0.066127,-0.053279,-0.242627,0.039343,0.031434,0.013899,0.026625,0.338994,-0.746007,0.076679,0.267393,0.152952,-0.024412,-0.283436,-0.331773,-0.217331,0.010260,-0.250830,-0.452916,-0.126840,0.039370,-0.256139,0.279244,-0.194575,-0.331051,0.179018,-0.049762,-0.327857
-0.001374,-0.749016,0.075693,-0.097242,0.820479,-0.034733,0.147792,-0.322370,-0.013425,-0.056281,0.015914,-0.012219,-0.009698,0.829542,0.062666,-0.054786,-0.234311,0.032162,0.029972,0.025374,0.019176,0.343156,-0.758551,0.079732,0.266576,0.141017,-0.012191,-0.293261,-0.348997,-0.196188,-0.042257,-0.245588,-0.459884,-0.145352,0.055842,-0.264151,0.298218,-0.206111,-0.336694,0.184063,-0.049893,-0.314377
0.004480,-0.764692,0.077758,-0.102803,0.862067,-0.038131,0.150765,-0.320392,-0.017334,-0.055127,0.014132,-0.015521,-0.012296,0.856613,0.058678,-0.056730,-0.230370,0.024439,0.032536,0.031628,0.011050,0.346351,-0.770662,0.085865,0.271273,0.130091,0.005028,-0.297024,-0.365371,-0.171356,-0.087647,-0.245060,-0.470393,-0.158724,0.074333,-0.266851,0.321277,-0.216199,-0.331797,0.188594,-0.043610,-0.284981
0.010046,-0.773980,0.084400,-0.111554,0.879463,-0.038794,0.144628,-0.332915,-0.015410,-0.057262,0.002315,-0.013104,-0.012470,0.873452,0.063476,-0.060843,-0.238106,0.028879,0.036498,0.021715,0.015124,0.352585,-0.796005,0.102616,0.285267,0.119205,0.033997,-0.286367,-0.380855,-0.155044,-0.078500,-0.263135,-0.476951,-0.165190,0.064629,-0.254107,0.346911,-0.253480,-0.297480,0.191102,-0.094102,-0.220378
0.016256,-0.782266,0.082863,-0.119088,0.896227,-0.046215,0.145615,-0.349135,-0.025047,-0.055117,-0.009352,-0.022235,-0.009717,0.885521,0.062951,-0.059022,-0.245400,0.025580,0.044845,0.016840,0.011332,0.341899,-0.810287,0.104221,0.292761,0.109810,0.051153,-0.277674,-0.390152,-0.142554,-0.064733,-0.275724,-0.481369,-0.166694,0.053162,-0.246407,0.387858,-0.300014,-0.265869,0.212190,-0.138417,-0.166837
0.020199,-0.785405,0.073896,-0.124054,0.903885,-0.055402,0.150627,-0.361077,-0.040893,-0.052320,-0.015144,-0.037571,-0.006890,0.886776,0.057735,-0.054261,-0.248568,0.015925,0.051261,0.019489,0.001209,0.319962,-0.805675,0.092054,0.289187,0.107559,0.055042,-0.275777,-0.387812,-0.133755,-0.052087,-0.276718,-0.473797,-0.161358,0.047381,-0.243779,0.423138,-0.333423,-0.248704,0.241301,-0.155099,-0.146752
0.025660,-0.783175,0.067960,-0.124938,0.936348,-0.058517,0.146968,-0.347497,-0.038796,-0.056010,0.003434,-0.034926,-0.002781,0.900536,0.055108,-0.060817,-0.253536,0.019271,0.054752,0.020363,0.003762,0.296154,-0.796811,0.088337,0.288601,0.112778,0.067830,-0.263379,-0.372075,-0.117294,-0.047429,-0.273203,-0.437133,-0.156828,0.048164,-0.233596,0.447063,-0.353862,-0.229030,0.257523,-0.167572,-0.123605
0.032160,-0.780096,0.064692,-0.127293,0.972065,-0.061014,0.143236,-0.346721,-0.033425,-0.062597,0.017472,-0.028971,0.000750,0.917871,0.053434,-0.071092,-0.263416,0.026336,0.054444,0.020716,0.009824,0.271774,-0.791069,0.085216,0.292301,0.121985,0.082032,-0.246722,-0.352565,-0.099745,-0.030971,-0.259291,-0.396052,-0.151687,0.046598,-0.223080,0.467233,-0.374238,-0.207390,0.274800,-0.184546,-0.105235
0.039203,-0.780695,0.063643,-0.136915,0.989484,-0.067617,0.147366,-0.397156,-0.039632,-0.069206,-0.002053,-0.034372,0.001948,0.929840,0.051363,-0.077674,-0.281313,0.027687,0.049202,0.021835,0.010035,0.248587,-0.795866,0.074788,0.302088,0.131644,0.089674,-0.231492,-0.339059,-0.088185,0.018396,-0.229836,-0.374987,-0.144036,0.033537,-0.220056,0.491628,-0.407797,-0.184946,0.307644,-0.215036,-0.099759
0.046503,-0.783743,0.055793,-0.144618,1.016814,-0.078504,0.150661,-0.443549,-0.045580,-0.074113,-0.013608,-0.039535,0.002805,0.958314,0.042424,-0.088653,-0.298110,0.025322,0.041118,0.028119,0.006198,0.224081,-0.799173,0.059097,0.308401,0.130251,0.091158,-0.212201,-0.329547,-0.073295,0.069333,-0.209459,-0.361570,-0.129978,0.021159,-0.220085,0.517507,-0.437560,-0.167053,0.327974,-0.240468,-0.090686
0.050540,-0.787710,0.045023,-0.148990,1.040304,-0.086024,0.149100,-0.462780,-0.046231,-0.077083,-0.011418,-0.039614,0.001480,0.989032,0.032066,-0.100436,-0.305389,0.021280,0.032291,0.036456,0.000921,0.210361,-0.799015,0.047792,0.306849,0.118820,0.091402,-0.199249,-0.328817,-0.057504,0.097083,-0.208823,-0.356302,-0.115500,0.016754,-0.220664,0.531100,-0.450204,-0.159774,0.324416,-0.249986,-0.080017
0.058004,-0.789834,0.045019,-0.156308,1.064057,-0.087075,0.145704,-0.492277,-0.037764,-0.082810,-0.009601,-0.030560,0.014532,1.001338,0.042164,-0.095946,-0.321814,0.037104,0.042318,0.029536,0.015687,0.195725,-0.792730,0.041205,0.315246,0.106741,0.098273,-0.195974,-0.346338,-0.035865,0.132858,-0.228528,-0.396377,-0.078223,0.007876,-0.207075,0.563140,-0.463790,-0.145586,0.335867,-0.263193,-0.076579
0.062804,-0.790337,0.044519,-0.163169,1.087986,-0.085720,0.144741,-0.520136,-0.028836,-0.086778,-0.014302,-0.021074,0.024844,1.008832,0.050821,-0.091328,-0.342521,0.048562,0.052537,0.016380,0.026095,0.184524,-0.786253,0.034534,0.325313,0.097418,0.104146,-0.197938,-0.367450,-0.010887,0.165586,-0.255355,-0.435653,-0.034145,-0.000834,-0.192681,0.598321,-0.474265,-0.138052,0.352228,-0.268321,-0.075334
0.059263,-0.789427,0.031981,-0.165497,1.112041,-0.086550,0.151113,-0.534422,-0.028585,-0.083965,-0.031672,-0.020471,0.014595,1.025094,0.037269,-0.102927,-0.362709,0.031708,0.043876,0.006035,0.008234,0.181125,-0.785533,0.023264,0.328849,0.094214,0.101629,-0.200422,-0.377738,0.014980,0.183572,-0.276239,-0.428248,0.000983,-0.004527,-0.190833,0.621761,-0.477146,-0.151079,0.363306,-0.253919,-0.071197
0.049918,-0.784526,0.018026,-0.169904,1.122286,-0.087593,0.149998,-0.535801,-0.028859,-0.085389,-0.042144,-0.020557,0.007138,1.033811,0.028428,-0.107632,-0.373812,0.015518,0.039506,-0.004983,-0.008396,0.180193,-0.778627,0.018280,0.334547,0.084992,0.104526,-0.198563,-0.393159,0.045622,0.190388,-0.289319,-0.416709,0.047457,-0.008826,-0.178410,0.640827,-0.468143,-0.144862,0.367817,-0.240589,-0.040663
0.039385,-0.778093,0.009543,-0.176443,1.113523,-0.085287,0.140142,-0.523570,-0.026415,-0.092033,-0.040418,-0.018036,0.005681,1.030607,0.029299,-0.104573,-0.370227,0.008726,0.040135,-0.011130,-0.015048,0.181887,-0.768922,0.023305,0.338405,0.074296,0.115664,-0.193300,-0.407081,0.068985,0.185094,-0.289006,-0.401134,0.083175,-0.011146,-0.160212,0.645231,-0.453804,-0.121180,0.362319,-0.237413,0.001781
0.029419,-0.769220,-0.002573,-0.172908,1.098971,-0.082422,0.132816,-0.496267,-0.018391,-0.084385,-0.040613,-0.010348,0.005485,1.030237,0.025501,-0.103270,-0.372816,-0.000939,0.041093,-0.035645,-0.023932,0.184340,-0.762445,0.011378,0.341855,0.066004,0.109569,-0.196733,-0.426866,0.067131,0.146308,-0.293019,-0.393346,0.116737,-0.018504,-0.159450,0.643210,-0.440018,-0.112059,0.332180,-0.219690,0.023622
0.020890,-0.757070,-0.014537,-0.164301,1.075657,-0.078969,0.127294,-0.464902,-0.008185,-0.070151,-0.044822,-0.000690,0.007029,1.023232,0.020836,-0.103600,-0.370780,-0.005509,0.039613,-0.066754,-0.027046,0.187282,-0.756518,-0.003507,0.342007,0.059134,0.099472,-0.210195,-0.452178,0.056520,0.100709,-0.306625,-0.385645,0.144646,-0.029281,-0.162962,0.639210,-0.431645,-0.107165,0.292732,-0.206733,0.036625
0.014407,-0.740814,-0.022446,-0.155473,1.040642,-0.074816,0.122839,-0.440501,0.000508,-0.057088,-0.055169,0.007483,0.011190,1.000129,0.018777,-0.105037,-0.353303,0.002649,0.033442,-0.092694,-0.016583,0.189552,-0.748596,-0.007348,0.335633,0.052471,0.098552,-0.235559,-0.482743,0.053416,0.074892,-0.336037,-0.369509,0.162918,-0.041886,-0.157485,0.637180,-0.433565,-0.096314,0.258727,-0.217971,0.052131
