body_0_w,body_0_x,body_0_y,body_0_z,body_1_w,body_1_x,body_1_y,body_1_z,body_2_w,body_2_x,body_2_y,body_2_z,body_3_w,body_3_x,body_3_y,body_3_z,body_4_w,body_4_x,body_4_y,body_4_z,body_5_w,body_5_x,body_5_y,body_5_z,body_6_w,body_6_x,body_6_y,body_6_z,body_7_w,body_7_x,body_7_y,body_7_z,body_8_w,body_8_x,body_8_y,body_8_z,body_9_w,body_9_x,body_9_y,body_9_z,body_10_w,body_10_x,body_10_y,body_10_z,body_11_w,body_11_x,body_11_y,body_11_z,body_12_w,body_12_x,body_12_y,body_12_z,body_13_w,body_13_x,body_13_y,body_13_z
0.999924,0.003449,-0.011638,0.002118,0.996598,0.053066,-0.062853,0.005063,0.989164,0.029421,0.094411,0.108516,0.994332,-0.006456,0.005388,0.105982,0.996420,-0.040142,-0.074387,-0.001365,0.993441,-0.024731,0.089135,-0.067216,0.997875,0.002331,-0.011396,-0.064104,0.999463,-0.001010,0.027146,-0.018321,0.961172,0.274521,0.012366,-0.025186,0.896537,0.307566,0.257113,-0.188459,0.892660,0.318655,0.037071,-0.316610,0.968946,-0.244435,-0.036317,-0.008712,0.890472,-0.298940,0.224486,0.259423,0.895403,-0.295761,-0.013306,0.332567
0.999926,0.003451,-0.011514,0.001975,0.996607,0.053040,-0.062753,0.004913,0.989175,0.029410,0.094258,0.108555,0.994328,-0.006414,0.005384,0.106027,0.996412,-0.040114,-0.074512,-0.001512,0.993456,-0.024743,0.089086,-0.067052,0.997887,0.002233,-0.011301,-0.063947,0.999457,-0.001029,0.027265,-0.018469,0.960399,0.277155,0.013184,-0.025398,0.896090,0.309590,0.257243,-0.187092,0.892314,0.320698,0.037364,-0.315489,0.969145,-0.243598,-0.036610,-0.008777,0.890707,-0.297817,0.221941,0.262086,0.895146,-0.293841,-0.015995,0.334837
0.999928,0.003452,-0.011388,0.001814,0.996614,0.053006,-0.062681,0.004747,0.989184,0.029386,0.094151,0.108569,0.994326,-0.006374,0.005420,0.106048,0.996402,-0.040102,-0.074647,-0.001678,0.993467,-0.024757,0.089039,-0.066946,0.997894,0.002143,-0.011227,-0.063847,0.999450,-0.001042,0.027419,-0.018649,0.959618,0.279782,0.014007,-0.025655,0.895560,0.311676,0.257647,-0.185603,0.891942,0.322916,0.038220,-0.314173,0.969426,-0.242434,-0.036889,-0.008851,0.890986,-0.296437,0.219522,0.264723,0.894958,-0.291823,-0.018298,0.336979
0.999929,0.003453,-0.011255,0.001615,0.996618,0.052961,-0.062661,0.004544,0.989190,0.029340,0.094140,0.108531,0.994328,-0.006337,0.005539,0.106024,0.996389,-0.040120,-0.074801,-0.001885,0.993470,-0.024773,0.088999,-0.066959,0.997894,0.002072,-0.011192,-0.063863,0.999439,-0.001044,0.027645,-0.018892,0.958827,0.282405,0.014885,-0.025999,0.894933,0.313813,0.258343,-0.184051,0.891538,0.325251,0.039602,-0.312737,0.969784,-0.240966,-0.037079,-0.008959,0.891308,-0.294792,0.217286,0.267310,0.894866,-0.289663,-0.020213,0.338971
0.999931,0.003469,-0.011114,0.001444,0.996620,0.052928,-0.062669,0.004370,0.989208,0.029316,0.094015,0.108485,0.994333,-0.006269,0.005555,0.105984,0.996377,-0.040134,-0.074947,-0.002066,0.993483,-0.024809,0.088902,-0.066884,0.997899,0.001951,-0.011219,-0.063787,0.999428,-0.001061,0.027876,-0.019109,0.958037,0.284995,0.015802,-0.026323,0.894254,0.315955,0.259282,-0.182360,0.891145,0.327644,0.041410,-0.311118,0.970203,-0.239245,-0.037246,-0.009028,0.891647,-0.292957,0.215165,0.269901,0.894840,-0.287383,-0.021855,0.340873
0.999933,0.003494,-0.010968,0.001288,0.996621,0.052904,-0.062688,0.004210,0.989231,0.029306,0.093834,0.108437,0.994338,-0.006183,0.005521,0.105939,0.996366,-0.040145,-0.075089,-0.002233,0.993501,-0.024854,0.088776,-0.066764,0.997906,0.001805,-0.011277,-0.063664,0.999418,-0.001083,0.028110,-0.019312,0.957244,0.287562,0.016768,-0.026640,0.893520,0.318101,0.260443,-0.180564,0.890756,0.330067,0.043582,-0.309370,0.970676,-0.237297,-0.037366,-0.009076,0.892000,-0.290942,0.213171,0.272482,0.894890,-0.284965,-0.023258,0.342674
0.999934,0.003502,-0.010849,0.001071,0.996621,0.052845,-0.062753,0.003992,0.989259,0.029262,0.093706,0.108306,0.994352,-0.006227,0.005462,0.105812,0.996357,-0.040149,-0.075196,-0.002455,0.993506,-0.024884,0.088763,-0.066687,0.997911,0.001659,-0.011309,-0.063583,0.999405,-0.001107,0.028338,-0.019615,0.956446,0.290111,0.017749,-0.027057,0.892713,0.320280,0.261763,-0.178786,0.890328,0.332505,0.046013,-0.307635,0.971193,-0.235158,-0.037406,-0.009217,0.892394,-0.288747,0.211335,0.274948,0.895052,-0.282418,-0.024430,0.344276
0.999936,0.003502,-0.010750,0.000834,0.996621,0.052800,-0.062800,0.003755,0.989284,0.029232,0.093605,0.108169,0.994366,-0.006277,0.005416,0.105678,0.996347,-0.040127,-0.075336,-0.002696,0.993517,-0.024885,0.088696,-0.066617,0.997915,0.001547,-0.011330,-0.063514,0.999393,-0.001143,0.028552,-0.019931,0.955645,0.292636,0.018760,-0.027489,0.891855,0.322464,0.263235,-0.176974,0.889877,0.334946,0.048668,-0.305879,0.971744,-0.232869,-0.037387,-0.009371,0.892796,-0.286424,0.209627,0.277369,0.895280,-0.279773,-0.025430,0.345767
0.999937,0.003487,-0.010690,0.000558,0.996623,0.052780,-0.062811,0.003480,0.989304,0.029230,0.093562,0.108021,0.994381,-0.006337,0.005398,0.105531,0.996334,-0.040051,-0.075541,-0.002973,0.993537,-0.024831,0.088525,-0.066559,0.997918,0.001506,-0.011331,-0.063468,0.999381,-0.001204,0.028738,-0.020272,0.954843,0.295133,0.019774,-0.027943,0.890951,0.324651,0.264811,-0.175166,0.889389,0.337387,0.051472,-0.304151,0.972315,-0.230479,-0.037320,-0.009552,0.893202,-0.284016,0.208034,0.279726,0.895558,-0.277076,-0.026293,0.347151
0.999937,0.003461,-0.010635,0.000223,0.996625,0.052790,-0.062783,0.003149,0.989322,0.029249,0.093447,0.107954,0.994389,-0.006349,0.005317,0.105460,0.996320,-0.040016,-0.075730,-0.003309,0.993551,-0.024801,0.088350,-0.066595,0.997915,0.001494,-0.011382,-0.063509,0.999367,-0.001282,0.028919,-0.020658,0.954036,0.297613,0.020792,-0.028444,0.889992,0.326853,0.266477,-0.173411,0.888841,0.339838,0.054388,-0.302512,0.972898,-0.228014,-0.037190,-0.009776,0.893613,-0.281536,0.206565,0.282001,0.895879,-0.274351,-0.027033,0.348427
