joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
0.091600,0.073750,-0.021575,-0.012900,-0.000275,-0.015350,0.004525,0.022700,-0.132675,-0.023825,0.001725,0.196198,0.253526,-0.008350,-0.017450,-0.077523,0.104018,-0.006975,-0.011500,0.142253,-0.289236,-0.432620,-0.374588,0.142738,-0.142738,0.024151,0.024151,-0.169682,-0.169682
0.081575,0.064625,-0.014500,-0.014850,-0.004600,-0.007225,0.003725,0.021775,-0.123700,-0.026125,-0.010500,0.196165,0.253974,-0.006675,-0.011025,-0.084008,0.108574,-0.001475,-0.010875,0.129217,-0.288325,-0.405814,-0.355352,0.122972,-0.122972,0.017521,0.017521,-0.162443,-0.162443
0.067275,0.051725,-0.010375,-0.014875,-0.005350,0.001125,-0.001550,0.016050,-0.108175,-0.022600,-0.014000,0.199663,0.256840,-0.005350,-0.004775,-0.091177,0.117379,0.004800,-0.008775,0.120531,-0.287925,-0.381375,-0.337302,0.106594,-0.106594,0.010938,0.010938,-0.155826,-0.155826
0.055850,0.041475,-0.011250,-0.012975,-0.002200,0.005475,-0.008675,0.008400,-0.093875,-0.015000,-0.007000,0.206559,0.261399,-0.005100,-0.001850,-0.099786,0.130873,0.008675,-0.006300,0.116496,-0.288007,-0.359100,-0.318710,0.093241,-0.093241,0.004900,0.004900,-0.150644,-0.150644
0.044700,0.034650,-0.012625,-0.015475,-0.003850,0.008200,-0.012050,0.009800,-0.085850,-0.017850,-0.008175,0.216457,0.267075,-0.000300,0.004225,-0.110869,0.149255,0.011575,0.000275,0.117388,-0.288885,-0.338648,-0.298312,0.081741,-0.081741,-0.000176,-0.000176,-0.147366,-0.147366
0.035875,0.031150,-0.016575,-0.017425,-0.004300,0.009100,-0.017150,0.012475,-0.081100,-0.020775,-0.013625,0.228447,0.273542,0.001675,0.008125,-0.125648,0.172342,0.013725,0.005725,0.123403,-0.291332,-0.319547,-0.275709,0.070041,-0.070041,-0.004099,-0.004099,-0.145889,-0.145889
0.031350,0.030925,-0.025250,-0.013800,0.002525,0.007975,-0.029500,0.008650,-0.076525,-0.013275,-0.019350,0.241014,0.280662,-0.006625,0.004475,-0.145280,0.199492,0.015400,0.004775,0.134480,-0.296398,-0.301110,-0.251348,0.055486,-0.055486,-0.006818,-0.006818,-0.145452,-0.145452
0.024050,0.030000,-0.035650,-0.011125,0.004700,0.006250,-0.038200,0.002350,-0.071550,-0.008725,-0.023250,0.252240,0.288286,-0.013250,-0.000925,-0.170463,0.229617,0.014525,0.002925,0.150046,-0.304990,-0.282402,-0.226125,0.035492,-0.035492,-0.008286,-0.008286,-0.144770,-0.144770
0.017675,0.028775,-0.042550,-0.010750,0.001125,0.004750,-0.038850,-0.003300,-0.068675,-0.009475,-0.023425,0.260236,0.295994,-0.014875,-0.005375,-0.201015,0.261194,0.011475,0.001075,0.168844,-0.317358,-0.262389,-0.200885,0.008492,-0.008492,-0.008373,-0.008373,-0.142409,-0.142409
0.014650,0.026325,-0.038375,-0.007925,-0.002525,0.001025,-0.039775,-0.008700,-0.061525,-0.009825,-0.016750,0.263584,0.302886,-0.019250,-0.016550,-0.235589,0.292259,0.007950,0.001825,0.188944,-0.332675,-0.240229,-0.176101,-0.025123,0.025123,-0.006885,-0.006885,-0.137343,-0.137343
0.012075,0.022850,-0.030125,-0.006025,-0.005375,-0.002275,-0.038850,-0.012350,-0.052675,-0.007875,-0.008125,0.261573,0.307571,-0.022500,-0.028450,-0.271649,0.320370,0.004675,0.003675,0.207939,-0.348853,-0.215513,-0.151873,-0.062459,0.062459,-0.003716,-0.003716,-0.129516,-0.129516
0.007075,0.018525,-0.024800,-0.008375,-0.006475,-0.002550,-0.033950,-0.012725,-0.044700,-0.001850,-0.002475,0.254170,0.308380,-0.020750,-0.035000,-0.305759,0.342637,0.002350,0.005125,0.223269,-0.362688,-0.188314,-0.128140,-0.098280,0.098280,0.000942,0.000942,-0.120150,-0.120150
0.000375,0.011975,-0.024575,-0.008300,-0.008400,-0.001475,-0.035850,-0.016225,-0.035925,0.004800,0.006800,0.241842,0.303734,-0.016825,-0.046550,-0.334145,0.355961,0.001875,0.002050,0.232566,-0.370383,-0.159120,-0.104903,-0.125990,0.125990,0.006492,0.006492,-0.111527,-0.111527
-0.004650,0.006500,-0.029575,-0.005800,-0.010225,0.000425,-0.043575,-0.021125,-0.030675,0.008775,0.015075,0.225399,0.292497,-0.012700,-0.057350,-0.353380,0.357550,0.003525,-0.004050,0.234006,-0.368400,-0.128821,-0.082297,-0.139313,0.139313,0.012057,0.012057,-0.106285,-0.106285
-0.012250,-0.001725,-0.017550,-0.006300,-0.009100,0.006925,-0.038900,-0.014375,-0.029575,0.012750,0.022375,0.205871,0.274224,-0.017100,-0.059725,-0.361072,0.345627,0.006525,-0.006175,0.226637,-0.354473,-0.098758,-0.060579,-0.134205,0.134205,0.016756,0.016756,-0.106543,-0.106543
-0.016525,-0.009175,-0.006400,-0.007550,-0.006575,0.014575,-0.029925,-0.004375,-0.031700,0.014850,0.026225,0.184333,0.249276,-0.021925,-0.054700,-0.356358,0.320020,0.007075,-0.006425,0.210626,-0.328408,-0.070694,-0.040179,-0.110273,0.110273,0.019958,0.019958,-0.113301,-0.113301
-0.011525,-0.012275,-0.014125,-0.007325,-0.004250,0.019975,-0.024875,0.000575,-0.036075,0.013150,0.024200,0.161708,0.218842,-0.019225,-0.043275,-0.340074,0.282341,0.001450,-0.006900,0.187319,-0.292280,-0.046587,-0.021879,-0.071054,0.071054,0.021394,0.021394,-0.126326,-0.126326
-0.007875,-0.013600,-0.018900,-0.007625,-0.004875,0.024425,-0.018300,0.002350,-0.039025,0.008175,0.021325,0.138648,0.184841,-0.011750,-0.033275,-0.314516,0.235664,-0.006425,-0.001775,0.159039,-0.249889,-0.028182,-0.006917,-0.023010,0.023010,0.021148,0.021148,-0.144391,-0.144391
-0.007425,-0.012475,-0.018275,-0.008275,-0.008150,0.025675,-0.013450,0.000025,-0.039025,0.002475,0.019025,0.115620,0.149691,-0.003225,-0.029675,-0.282886,0.183880,-0.012600,0.006325,0.128636,-0.205702,-0.016602,0.003165,0.026253,-0.026253,0.019583,0.019583,-0.165593,-0.165593
-0.002725,-0.008800,-0.021300,-0.005975,-0.007900,0.025125,-0.011475,-0.001950,-0.036750,0.007575,0.020075,0.093083,0.115953,-0.001175,-0.028725,-0.248589,0.130973,-0.025325,0.007750,0.098935,-0.163769,-0.012099,0.006963,0.069775,-0.069775,0.017202,0.017202,-0.187615,-0.187615
0.006275,-0.002275,-0.023825,-0.004700,-0.007550,0.023950,-0.009600,-0.001875,-0.035400,0.012750,0.022025,0.071613,0.085914,-0.001000,-0.028275,-0.214607,0.080447,-0.035425,0.006700,0.072261,-0.126987,-0.014061,0.003693,0.102479,-0.102479,0.014478,0.014478,-0.207918,-0.207918
0.019550,0.007350,-0.021675,-0.008450,-0.010475,0.023275,-0.005025,0.001950,-0.038150,0.007400,0.022325,0.051905,0.061241,0.001900,-0.026175,-0.183084,0.034974,-0.033750,0.007300,0.050156,-0.096855,-0.021235,-0.006514,0.121685,-0.121685,0.011693,0.011693,-0.223976,-0.223976
0.031750,0.014650,-0.015200,-0.010200,-0.013900,0.021975,-0.002250,0.001900,-0.036775,0.005125,0.026150,0.034696,0.042817,0.001400,-0.025225,-0.155215,-0.003718,-0.028275,0.006650,0.033311,-0.073621,-0.032038,-0.022584,0.127024,-0.127024,0.008865,0.008865,-0.233604,-0.233604
0.036750,0.016000,-0.007650,-0.009100,-0.016150,0.020725,-0.002650,-0.002025,-0.031950,0.007025,0.031600,0.020650,0.030779,-0.002275,-0.025850,-0.131403,-0.034778,-0.021725,0.005050,0.021691,-0.056635,-0.044795,-0.042707,0.120000,-0.120000,0.005793,0.005793,-0.235354,-0.235354
0.038850,0.025825,-0.000625,-0.008675,-0.012300,0.019350,-0.012225,-0.010825,-0.025800,0.016675,0.032200,0.010229,0.024665,-0.005875,-0.023400,-0.111544,-0.058087,-0.010550,0.002100,0.014753,-0.044720,-0.057891,-0.064672,0.103473,-0.103473,0.002175,0.002175,-0.228813,-0.228813
0.041125,0.038275,0.005275,-0.006975,-0.007625,0.018700,-0.022825,-0.019650,-0.020350,0.026175,0.030775,0.003552,0.023540,-0.010025,-0.020100,-0.095244,-0.074137,-0.000825,0.000025,0.011685,-0.036445,-0.069906,-0.086265,0.081192,-0.081192,-0.002254,-0.002254,-0.214624,-0.214624
0.046600,0.047575,0.009375,-0.002150,-0.007425,0.019550,-0.026225,-0.023700,-0.017675,0.027525,0.030100,0.000315,0.026069,-0.015325,-0.018075,-0.081908,-0.083950,0.001375,0.000975,0.011564,-0.030314,-0.079794,-0.105626,0.057390,-0.057390,-0.007635,-0.007635,-0.194239,-0.194239
0.050525,0.054600,0.016875,0.004000,-0.006775,0.019000,-0.032250,-0.028975,-0.016825,0.023450,0.028225,-0.000192,0.030631,-0.021350,-0.014150,-0.070769,-0.088951,0.003450,0.002025,0.013422,-0.024957,-0.087033,-0.121462,0.036339,-0.036339,-0.013986,-0.013986,-0.169565,-0.169565
0.050975,0.055775,0.024000,0.008475,-0.006000,0.017375,-0.037900,-0.032825,-0.018225,0.016000,0.026075,0.001055,0.035556,-0.025075,-0.010275,-0.060994,-0.090721,0.004350,0.002650,0.016257,-0.019380,-0.091606,-0.133059,0.021754,-0.021754,-0.021284,-0.021284,-0.142636,-0.142636
0.053500,0.058925,0.025700,0.007875,-0.002750,0.014250,-0.034850,-0.030900,-0.019800,0.012250,0.026625,0.003013,0.039455,-0.027100,-0.018725,-0.051861,-0.090651,0.005600,0.005050,0.019072,-0.013184,-0.093790,-0.140151,0.016045,-0.016045,-0.029537,-0.029537,-0.115347,-0.115347
0.058425,0.062800,0.025325,0.005500,-0.000850,0.010050,-0.027550,-0.030050,-0.020825,0.008725,0.027500,0.004783,0.041481,-0.027925,-0.027975,-0.042931,-0.089648,0.004075,0.007100,0.021009,-0.006625,-0.093884,-0.142760,0.019623,-0.019623,-0.038752,-0.038752,-0.089225,-0.089225
